,index,SNR,species,lead,planet,observation,instrument,year,detection?,doppler shifts,new data?,analysis type,tellurics,url,analysis method,VMR,VMR_err1,VMR_err2,doppler shift,metallicity,metallicity_err1,metallicity_err2,c/o,c/o_err1,c/o_err2,comments,Doppler shifts,comment
482,4,0.0,H beta,F Stangret,WASP-189 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
483,5,0.0,Ca+,F Stangret,WASP-189 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
484,0,6.0,H2O,lockwood,Tau bootis b,transit,NIRSPEC,2014,,,True,self-consistent models (MOOG),TERRASPEC,https://iopscience.iop.org/article/10.1088/2041-8205/783/2/L29/pdf,,,,,,,,,,,,,,
485,0,8.0,Fe,gibson,WASP-121 b,transit,UVES,2011,,,True,self-consistent model grid (PHOENIX),,https://ui.adsabs.harvard.edu/abs/2020MNRAS.493.2215G/abstract,,,,,,,,,,,,,,
486,1,0.0,Fe+,gibson,WASP-121 b,transit,UVES,2011,,,True,self-consistent model grid (PHOENIX),,https://ui.adsabs.harvard.edu/abs/2020MNRAS.493.2215G/abstract,,,,,,,,,,,,,,
487,0,,H alpha,czesla,HAT-P-32 b,transit,CARMENES,2022,,,True,self-consistent model grid,molecfit,https://ui.adsabs.harvard.edu/abs/2022A%26A...657A...6C/abstract,,,,,,,,,,,,,,
488,1,,He,czesla,HAT-P-32 b,transit,CARMENES,2022,,,True,self-consistent model grid,molecfit,https://ui.adsabs.harvard.edu/abs/2022A%26A...657A...6C/abstract,,,,,,,,,,,,,,
489,0,0.0,CO,yan,WASP-189 b,emission,GIANO,2022,,,True,self-consistent model grid (petitRADTRANS),"molecfit, sysrem",https://www.aanda.org/articles/aa/pdf/2022/05/aa43503-22.pdf,,,,,,,,,,,,,,
490,0,0.0,CO,yan,WASP-33 b,emission,GIANO,2022,,,True,self-consistent model grid (petitRADTRANS),"molecfit, sysrem",https://www.aanda.org/articles/aa/pdf/2022/05/aa43503-22.pdf,,,,,,,,,,,,,,
491,0,,,crossfield,GJ 1214 b,transit,NIRSPEC,2011,,,True,self-consistent model grid (PHOENIX),XTELLCORR,https://iopscience.iop.org/article/10.1088/0004-637X/736/2/132/pdf,,,,,,,,,,,,,,
492,0,3.45,Fe,J Hoeijmakers,MASCARA-2 b,emission,EXPRES,2020,,,True,isothermal model grid,Molecfit,https://www.aanda.org/articles/aa/pdf/2020/09/aa37437-20.pdf,,,,,,,,,,,,,,
493,1,4.6,Fe+,J Hoeijmakers,MASCARA-2 b,emission,EXPRES,2020,,,True,isothermal model grid,Molecfit,https://www.aanda.org/articles/aa/pdf/2020/09/aa37437-20.pdf,,,,,,,,,,,,,,
494,2,3.69,Cr+,J Hoeijmakers,MASCARA-2 b,emission,EXPRES,2020,,,True,isothermal model grid,Molecfit,https://www.aanda.org/articles/aa/pdf/2020/09/aa37437-20.pdf,,,,,,,,,,,,,,
495,3,3.4,Na,J Hoeijmakers,MASCARA-2 b,emission,EXPRES,2020,,,True,isothermal model grid,Molecfit,https://www.aanda.org/articles/aa/pdf/2020/09/aa37437-20.pdf,,,,,,,,,,,,,,
496,4,3.33,Mg,J Hoeijmakers,MASCARA-2 b,emission,EXPRES,2020,,,True,isothermal model grid,Molecfit,https://www.aanda.org/articles/aa/pdf/2020/09/aa37437-20.pdf,,,,,,,,,,,,,,
503,0,,Al,keles,55 Cancri e,transit,PEPSI,2022,,,True,parameterized model grid,masking,https://academic.oup.com/mnras/article/513/1/1544/6555041,,,,,,,,,,,,,,
504,1,,Fe,keles,55 Cancri e,transit,PEPSI,2022,,,True,parameterized model grid,masking,https://academic.oup.com/mnras/article/513/1/1544/6555041,,,,,,,,,,,,,,
505,2,,Ca,keles,55 Cancri e,transit,PEPSI,2022,,,True,parameterized model grid,masking,https://academic.oup.com/mnras/article/513/1/1544/6555041,,,,,,,,,,,,,,
506,3,,Mg,keles,55 Cancri e,transit,PEPSI,2022,,,True,parameterized model grid,masking,https://academic.oup.com/mnras/article/513/1/1544/6555041,,,,,,,,,,,,,,
507,4,,Na,keles,55 Cancri e,transit,PEPSI,2022,,,True,parameterized model grid,masking,https://academic.oup.com/mnras/article/513/1/1544/6555041,,,,,,,,,,,,,,
508,5,,K,keles,55 Cancri e,transit,PEPSI,2022,,,True,parameterized model grid,masking,https://academic.oup.com/mnras/article/513/1/1544/6555041,,,,,,,,,,,,,,
509,6,,Ti,keles,55 Cancri e,transit,PEPSI,2022,,,True,parameterized model grid,masking,https://academic.oup.com/mnras/article/513/1/1544/6555041,,,,,,,,,,,,,,
510,7,,Mn,keles,55 Cancri e,transit,PEPSI,2022,,,True,parameterized model grid,masking,https://academic.oup.com/mnras/article/513/1/1544/6555041,,,,,,,,,,,,,,
511,8,,Ba,keles,55 Cancri e,transit,PEPSI,2022,,,True,parameterized model grid,masking,https://academic.oup.com/mnras/article/513/1/1544/6555041,,,,,,,,,,,,,,
512,9,,Sr,keles,55 Cancri e,transit,PEPSI,2022,,,True,parameterized model grid,masking,https://academic.oup.com/mnras/article/513/1/1544/6555041,,,,,,,,,,,,,,
513,10,,S,keles,55 Cancri e,transit,PEPSI,2022,,,True,parameterized model grid,masking,https://academic.oup.com/mnras/article/513/1/1544/6555041,,,,,,,,,,,,,,
514,11,,Zr,keles,55 Cancri e,transit,PEPSI,2022,,,True,parameterized model grid,masking,https://academic.oup.com/mnras/article/513/1/1544/6555041,,,,,,,,,,,,,,
515,12,,V,keles,55 Cancri e,transit,PEPSI,2022,,,True,parameterized model grid,masking,https://academic.oup.com/mnras/article/513/1/1544/6555041,,,,,,,,,,,,,,
516,13,,Cr,keles,55 Cancri e,transit,PEPSI,2022,,,True,parameterized model grid,masking,https://academic.oup.com/mnras/article/513/1/1544/6555041,,,,,,,,,,,,,,
517,0,,Na,Narita,HD 209458 b,transit,HDS,2005,,,True,Line-fitting,Exclusion,https://academic.oup.com/pasj/article/57/3/471/1489504,,,,,,,,,,,,,,
518,1,,Li,Narita,HD 209458 b,transit,HDS,2005,,,True,Line-fitting,Exclusion,https://academic.oup.com/pasj/article/57/3/471/1489504,,,,,,,,,,,,,,
519,2,,H alpha,Narita,HD 209458 b,transit,HDS,2005,,,True,Line-fitting,Exclusion,https://academic.oup.com/pasj/article/57/3/471/1489504,,,,,,,,,,,,,,
520,3,,H beta,Narita,HD 209458 b,transit,HDS,2005,,,True,Line-fitting,Exclusion,https://academic.oup.com/pasj/article/57/3/471/1489504,,,,,,,,,,,,,,
521,4,,H gamma,Narita,HD 209458 b,transit,HDS,2005,,,True,Line-fitting,Exclusion,https://academic.oup.com/pasj/article/57/3/471/1489504,,,,,,,,,,,,,,
522,5,,Fe,Narita,HD 209458 b,transit,HDS,2005,,,True,Line-fitting,Exclusion,https://academic.oup.com/pasj/article/57/3/471/1489504,,,,,,,,,,,,,,
523,0,8.0,Na,Mounzer,KELT-11 b,transit,HARPS,2022,,,True,Line-fitting,molecfit,https://arxiv.org/pdf/2209.00597.pdf,,,,,,,,,,,,,,
524,0,6.8,Na,Sicilia,MASCARA-2 b,transit,HARPS,2022,,,False,line-fitting,molecfit,https://arxiv.org/pdf/2208.13045.pdf,,,,,,,,,,,,,,
525,1,8.57,H alpha,Sicilia,MASCARA-2 b,transit,HARPS,2022,,,False,line-fitting,molecfit,https://arxiv.org/pdf/2208.13045.pdf,,,,,,,,,,,,,,
526,0,3.0,Na,Sicilia,WASP-127 b,transit,HARPS,2022,,,False,line-fitting,molecfit,https://arxiv.org/pdf/2208.13045.pdf,,,,,,,,,,,,,,
527,0,7.8,Na,Sicilia,WASP-176 b,transit,HARPS,2022,,,False,line-fitting,molecfit,https://arxiv.org/pdf/2208.13045.pdf,,,,,,,,,,,,,,
528,0,5.375,Na,Sicilia,WASP-176 b,transit,HARPS,2022,,,False,line-fitting,molecfit,https://arxiv.org/pdf/2208.13045.pdf,,,,,,,,,,,,,,
529,0,,Al I,Bello-Arufe,HAT-P-70 b,transit,HARPS-N,2022,,,True,"parameterized forward models, in-house",molecfit,https://iopscience.iop.org/article/10.3847/1538-3881/ac402e/pdf,,,,,,,,,,,,,,
530,1,3.2,Ca I,Bello-Arufe,HAT-P-70 b,transit,HARPS-N,2022,,-3.0,True,"parameterized forward models, in-house",molecfit,https://iopscience.iop.org/article/10.3847/1538-3881/ac402e/pdf,,,,,,,,,,,,,,
531,2,9.0,Ca II,Bello-Arufe,HAT-P-70 b,transit,HARPS-N,2022,,-3.8,True,"parameterized forward models, in-house",molecfit,https://iopscience.iop.org/article/10.3847/1538-3881/ac402e/pdf,,,,,,,,,,,,,,
532,3,,Co I,Bello-Arufe,HAT-P-70 b,transit,HARPS-N,2022,,,True,"parameterized forward models, in-house",molecfit,https://iopscience.iop.org/article/10.3847/1538-3881/ac402e/pdf,,,,,,,,,,,,,,
533,4,4.8,Cr I,Bello-Arufe,HAT-P-70 b,transit,HARPS-N,2022,,-3.4,True,"parameterized forward models, in-house",molecfit,https://iopscience.iop.org/article/10.3847/1538-3881/ac402e/pdf,,,,,,,,,,,,,,
534,5,6.6,Cr II,Bello-Arufe,HAT-P-70 b,transit,HARPS-N,2022,,-5.2,True,"parameterized forward models, in-house",molecfit,https://iopscience.iop.org/article/10.3847/1538-3881/ac402e/pdf,,,,,,,,,,,,,,
535,6,11.1,Fe I,Bello-Arufe,HAT-P-70 b,transit,HARPS-N,2022,,-7.1,True,"parameterized forward models, in-house",molecfit,https://iopscience.iop.org/article/10.3847/1538-3881/ac402e/pdf,,,,,,,,,,,,,,
536,7,17.6,Fe II,Bello-Arufe,HAT-P-70 b,transit,HARPS-N,2022,,-3.9,True,"parameterized forward models, in-house",molecfit,https://iopscience.iop.org/article/10.3847/1538-3881/ac402e/pdf,,,,,,,,,,,,,,
537,8,,K I,Bello-Arufe,HAT-P-70 b,transit,HARPS-N,2022,,,True,"parameterized forward models, in-house",molecfit,https://iopscience.iop.org/article/10.3847/1538-3881/ac402e/pdf,,,,,,,,,,,,,,
538,9,5.2,Mg I,Bello-Arufe,HAT-P-70 b,transit,HARPS-N,2022,,-9.6,True,"parameterized forward models, in-house",molecfit,https://iopscience.iop.org/article/10.3847/1538-3881/ac402e/pdf,,,,,,,,,,,,,,
539,10,,Mn I,Bello-Arufe,HAT-P-70 b,transit,HARPS-N,2022,,,True,"parameterized forward models, in-house",molecfit,https://iopscience.iop.org/article/10.3847/1538-3881/ac402e/pdf,,,,,,,,,,,,,,
540,11,,Mn II,Bello-Arufe,HAT-P-70 b,transit,HARPS-N,2022,,,True,"parameterized forward models, in-house",molecfit,https://iopscience.iop.org/article/10.3847/1538-3881/ac402e/pdf,,,,,,,,,,,,,,
541,12,6.1,Na I,Bello-Arufe,HAT-P-70 b,transit,HARPS-N,2022,,-5.2,True,"parameterized forward models, in-house",molecfit,https://iopscience.iop.org/article/10.3847/1538-3881/ac402e/pdf,,,,,,,,,,,,,,
542,13,,Ni I,Bello-Arufe,HAT-P-70 b,transit,HARPS-N,2022,,,True,"parameterized forward models, in-house",molecfit,https://iopscience.iop.org/article/10.3847/1538-3881/ac402e/pdf,,,,,,,,,,,,,,
543,14,,Sc I,Bello-Arufe,HAT-P-70 b,transit,HARPS-N,2022,,,True,"parameterized forward models, in-house",molecfit,https://iopscience.iop.org/article/10.3847/1538-3881/ac402e/pdf,,,,,,,,,,,,,,
544,15,,Sc II,Bello-Arufe,HAT-P-70 b,transit,HARPS-N,2022,,,True,"parameterized forward models, in-house",molecfit,https://iopscience.iop.org/article/10.3847/1538-3881/ac402e/pdf,,,,,,,,,,,,,,
545,16,,Si I,Bello-Arufe,HAT-P-70 b,transit,HARPS-N,2022,,,True,"parameterized forward models, in-house",molecfit,https://iopscience.iop.org/article/10.3847/1538-3881/ac402e/pdf,,,,,,,,,,,,,,
546,17,,Ti I,Bello-Arufe,HAT-P-70 b,transit,HARPS-N,2022,,,True,"parameterized forward models, in-house",molecfit,https://iopscience.iop.org/article/10.3847/1538-3881/ac402e/pdf,,,,,,,,,,,,,,
547,18,3.6,Ti II,Bello-Arufe,HAT-P-70 b,transit,HARPS-N,2022,,-13.2,True,"parameterized forward models, in-house",molecfit,https://iopscience.iop.org/article/10.3847/1538-3881/ac402e/pdf,,,,,,,,,,,,,,
548,19,4.7,V I,Bello-Arufe,HAT-P-70 b,transit,HARPS-N,2022,,-6.5,True,"parameterized forward models, in-house",molecfit,https://iopscience.iop.org/article/10.3847/1538-3881/ac402e/pdf,,,,,,,,,,,,,,
549,20,,V II,Bello-Arufe,HAT-P-70 b,transit,HARPS-N,2022,,,True,"parameterized forward models, in-house",molecfit,https://iopscience.iop.org/article/10.3847/1538-3881/ac402e/pdf,,,,,,,,,,,,,,
550,0,4.5,Fe+,Bello-Arufe,KELT-20 b,transit,FIES,2022,,0.0,True,isothermal forward models,molecfit,https://arxiv.org/pdf/2203.04969.pdf,,,,,,,,,,,,,,
551,0,8.5,Fe+,Bello-Arufe,KELT-9 b,transit,FIES,2022,,4.0,True,isothermal forward models,molecfit,https://arxiv.org/pdf/2203.04969.pdf,,,,,,,,,,,,,,
552,0,15.1,Fe,M.C. Johnson,KELT-20 b,"transit, emission",PEPSI,2022,,,True,parameterized forward models (petitradtrans),"molecfit, sysrem",https://arxiv.org/abs/2205.12162,,,,,,,,,,,,,,
553,1,,Fe+,M.C. Johnson,KELT-20 b,"transit, emission",PEPSI,2022,,,True,parameterized forward models (petitradtrans),"molecfit, sysrem",https://arxiv.org/abs/2205.12162,,,,,,,,,,,,,,
554,2,,Cr,M.C. Johnson,KELT-20 b,"transit, emission",PEPSI,2022,,,True,parameterized forward models (petitradtrans),"molecfit, sysrem",https://arxiv.org/abs/2205.12162,,,,,,,,,,,,,,
555,3,,Si,M.C. Johnson,KELT-20 b,"transit, emission",PEPSI,2022,,,True,parameterized forward models (petitradtrans),"molecfit, sysrem",https://arxiv.org/abs/2205.12162,,,,,,,,,,,,,,
556,4,,CaH,M.C. Johnson,KELT-20 b,"transit, emission",PEPSI,2022,,,True,parameterized forward models (petitradtrans),"molecfit, sysrem",https://arxiv.org/abs/2205.12162,,,,,,,,,,,,,,
557,5,,FeH,M.C. Johnson,KELT-20 b,"transit, emission",PEPSI,2022,,,True,parameterized forward models (petitradtrans),"molecfit, sysrem",https://arxiv.org/abs/2205.12162,,,,,,,,,,,,,,
558,6,,VO,M.C. Johnson,KELT-20 b,"transit, emission",PEPSI,2022,,,True,parameterized forward models (petitradtrans),"molecfit, sysrem",https://arxiv.org/abs/2205.12162,,,,,,,,,,,,,,
559,7,,TiO,M.C. Johnson,KELT-20 b,"transit, emission",PEPSI,2022,,,True,parameterized forward models (petitradtrans),"molecfit, sysrem",https://arxiv.org/abs/2205.12162,,,,,,,,,,,,,,
560,0,4.1,H2O,maimone,WASP-20 b,transit,CRIRES+,2022,,-1.0,True,"3D planet, 3D star",PCA,https://arxiv.org/abs/2209.03669,,,,,,,,,,,,,,
563,0,3.3,H2O,brogi,WASP-18 b,emission,IGRINS,2023,,-7.7,True,phase-resolved retrieval,PCA,https://arxiv.org/abs/2209.15548,,,,,,1.17,0.66,1.01,0.45,0.08,0.1,,,
564,1,4.0,CO,brogi,WASP-18 b,emission,IGRINS,2023,,-7.7,True,phase-resolved retrieval,PCA,https://arxiv.org/abs/2209.15548,,,,,,1.17,0.66,1.01,0.45,0.08,0.1,,,
565,2,4.8,OH,brogi,WASP-18 b,emission,IGRINS,2023,,-7.7,True,phase-resolved retrieval,PCA,https://arxiv.org/abs/2209.15548,,,,,,1.17,0.66,1.01,0.45,0.08,0.1,,,
566,3,,Ca,brogi,WASP-18 b,emission,IGRINS,2023,,-7.7,True,phase-resolved retrieval,PCA,https://arxiv.org/abs/2209.15548,,,,,,1.17,0.66,1.01,0.45,0.08,0.1,,,
567,4,,FeH,brogi,WASP-18 b,emission,IGRINS,2023,,-7.7,True,phase-resolved retrieval,PCA,https://arxiv.org/abs/2209.15548,,,,,,1.17,0.66,1.01,0.45,0.08,0.1,,,
568,5,,HCN,brogi,WASP-18 b,emission,IGRINS,2023,,-7.7,True,phase-resolved retrieval,PCA,https://arxiv.org/abs/2209.15548,,,,,,1.17,0.66,1.01,0.45,0.08,0.1,,,
569,6,,CO isotope,brogi,WASP-18 b,emission,IGRINS,2023,,-7.7,True,phase-resolved retrieval,PCA,https://arxiv.org/abs/2209.15548,,,,,,1.17,0.66,1.01,0.45,0.08,0.1,,,
570,0,7.0,Ba+,azevedo silva,WASP-76 b,transmission,ESPRESSO,2022,,-3.74,False,MANTIS Network cross-correlation,sysrem,https://arxiv.org/abs/2210.06892,,,,,,,,,,,,We just take one of the two nights here.,,
571,1,,Ca,azevedo silva,WASP-76 b,transmission,ESPRESSO,2022,,,False,MANTIS Network cross-correlation,sysrem,https://arxiv.org/abs/2210.06892,,,,,,,,,,,,We just take one of the two nights here.,,
572,2,26.6,Ca+,azevedo silva,WASP-76 b,transmission,ESPRESSO,2022,,2.2,False,MANTIS Network cross-correlation,sysrem,https://arxiv.org/abs/2210.06892,,,,,,,,,,,,We just take one of the two nights here.,,
573,3,,Co,azevedo silva,WASP-76 b,transmission,ESPRESSO,2022,,,False,MANTIS Network cross-correlation,sysrem,https://arxiv.org/abs/2210.06892,,,,,,,,,,,,We just take one of the two nights here.,,
574,4,10.0,Cr,azevedo silva,WASP-76 b,transmission,ESPRESSO,2022,,-5.44,False,MANTIS Network cross-correlation,sysrem,https://arxiv.org/abs/2210.06892,,,,,,,,,,,,We just take one of the two nights here.,,
575,5,13.5,Fe,azevedo silva,WASP-76 b,transmission,ESPRESSO,2022,,-3.42,False,MANTIS Network cross-correlation,sysrem,https://arxiv.org/abs/2210.06892,,,,,,,,,,,,We just take one of the two nights here.,,
576,6,,Fe+,azevedo silva,WASP-76 b,transmission,ESPRESSO,2022,,,False,MANTIS Network cross-correlation,sysrem,https://arxiv.org/abs/2210.06892,,,,,,,,,,,,We just take one of the two nights here.,,
577,7,5.5,H,azevedo silva,WASP-76 b,transmission,ESPRESSO,2022,,3.1,False,MANTIS Network cross-correlation,sysrem,https://arxiv.org/abs/2210.06892,,,,,,,,,,,,We just take one of the two nights here.,,
578,8,6.8,Li,azevedo silva,WASP-76 b,transmission,ESPRESSO,2022,,-1.4,False,MANTIS Network cross-correlation,sysrem,https://arxiv.org/abs/2210.06892,,,,,,,,,,,,We just take one of the two nights here.,,
579,9,4.4,Mg,azevedo silva,WASP-76 b,transmission,ESPRESSO,2022,,-1.3,False,MANTIS Network cross-correlation,sysrem,https://arxiv.org/abs/2210.06892,,,,,,,,,,,,We just take one of the two nights here.,,
580,10,5.9,Mn,azevedo silva,WASP-76 b,transmission,ESPRESSO,2022,,-3.82,False,MANTIS Network cross-correlation,sysrem,https://arxiv.org/abs/2210.06892,,,,,,,,,,,,We just take one of the two nights here.,,
581,11,10.4,Na,azevedo silva,WASP-76 b,transmission,ESPRESSO,2022,,1.59,False,MANTIS Network cross-correlation,sysrem,https://arxiv.org/abs/2210.06892,,,,,,,,,,,,We just take one of the two nights here.,,
582,12,,Ni,azevedo silva,WASP-76 b,transmission,ESPRESSO,2022,,,False,MANTIS Network cross-correlation,sysrem,https://arxiv.org/abs/2210.06892,,,,,,,,,,,,We just take one of the two nights here.,,
583,13,,Sr+,azevedo silva,WASP-76 b,transmission,ESPRESSO,2022,,,False,MANTIS Network cross-correlation,sysrem,https://arxiv.org/abs/2210.06892,,,,,,,,,,,,We just take one of the two nights here.,,
584,14,10.6,V,azevedo silva,WASP-76 b,transmission,ESPRESSO,2022,,-4.88,False,MANTIS Network cross-correlation,sysrem,https://arxiv.org/abs/2210.06892,,,,,,,,,,,,We just take one of the two nights here.,,
585,0,6.2,Ba+,azevedo silva,WASP-121 b,transmission,ESPRESSO,2022,,0.5,False,MANTIS Network cross-correlation,molecfit,https://arxiv.org/abs/2210.06892,,,,,,,,,,,,We just take one of the two nights here.,,
586,1,2.6,Ca,azevedo silva,WASP-121 b,transmission,ESPRESSO,2022,,0.3,False,MANTIS Network cross-correlation,molecfit,https://arxiv.org/abs/2210.06892,,,,,,,,,,,,We just take one of the two nights here.,,
587,2,28.6,Ca+,azevedo silva,WASP-121 b,transmission,ESPRESSO,2022,,-18.3,False,MANTIS Network cross-correlation,molecfit,https://arxiv.org/abs/2210.06892,,,,,,,,,,,,We just take one of the two nights here.,,
588,3,6.3,Co,azevedo silva,WASP-121 b,transmission,ESPRESSO,2022,,1.8,False,MANTIS Network cross-correlation,molecfit,https://arxiv.org/abs/2210.06892,,,,,,,,,,,,We just take one of the two nights here.,,
589,4,6.4,Cr,azevedo silva,WASP-121 b,transmission,ESPRESSO,2022,,-1.1,False,MANTIS Network cross-correlation,molecfit,https://arxiv.org/abs/2210.06892,,,,,,,,,,,,We just take one of the two nights here.,,
590,5,13.7,Fe,azevedo silva,WASP-121 b,transmission,ESPRESSO,2022,,-0.27,False,MANTIS Network cross-correlation,molecfit,https://arxiv.org/abs/2210.06892,,,,,,,,,,,,We just take one of the two nights here.,,
591,6,4.8,Fe+,azevedo silva,WASP-121 b,transmission,ESPRESSO,2022,,1.1,False,MANTIS Network cross-correlation,molecfit,https://arxiv.org/abs/2210.06892,,,,,,,,,,,,We just take one of the two nights here.,,
592,7,14.8,H,azevedo silva,WASP-121 b,transmission,ESPRESSO,2022,,-2.6,False,MANTIS Network cross-correlation,molecfit,https://arxiv.org/abs/2210.06892,,,,,,,,,,,,We just take one of the two nights here.,,
593,8,2.1,Li,azevedo silva,WASP-121 b,transmission,ESPRESSO,2022,,-2.9,False,MANTIS Network cross-correlation,molecfit,https://arxiv.org/abs/2210.06892,,,,,,,,,,,,We just take one of the two nights here.,,
594,9,6.2,Mg,azevedo silva,WASP-121 b,transmission,ESPRESSO,2022,,-2.4,False,MANTIS Network cross-correlation,molecfit,https://arxiv.org/abs/2210.06892,,,,,,,,,,,,We just take one of the two nights here.,,
595,10,2.5,Mn,azevedo silva,WASP-121 b,transmission,ESPRESSO,2022,,-1.4,False,MANTIS Network cross-correlation,molecfit,https://arxiv.org/abs/2210.06892,,,,,,,,,,,,We just take one of the two nights here.,,
596,11,7.8,Na,azevedo silva,WASP-121 b,transmission,ESPRESSO,2022,,-0.98,False,MANTIS Network cross-correlation,molecfit,https://arxiv.org/abs/2210.06892,,,,,,,,,,,,We just take one of the two nights here.,,
597,12,4.2,Ni,azevedo silva,WASP-121 b,transmission,ESPRESSO,2022,,-1.52,False,MANTIS Network cross-correlation,molecfit,https://arxiv.org/abs/2210.06892,,,,,,,,,,,,We just take one of the two nights here.,,
598,13,5.7,Sr+,azevedo silva,WASP-121 b,transmission,ESPRESSO,2022,,1.1,False,MANTIS Network cross-correlation,molecfit,https://arxiv.org/abs/2210.06892,,,,,,,,,,,,We just take one of the two nights here.,,
599,14,7.7,V,azevedo silva,WASP-121 b,transmission,ESPRESSO,2022,,1.94,False,MANTIS Network cross-correlation,molecfit,https://arxiv.org/abs/2210.06892,,,,,,,,,,,,We just take one of the two nights here.,,
600,0,7.8,Na D1,rahmati,WASP-7 b,transmission,UVES,2022,,,False,Line-fitting,molecfit,https://arxiv.org/abs/2210.08517,,,,,,,,,,,,We just take one of the two nights here.,,
601,1,3.1,Na D2,rahmati,WASP-7 b,transmission,UVES,2022,,,False,Line-fitting,molecfit,https://arxiv.org/abs/2210.08517,,,,,,,,,,,,We just take one of the two nights here.,,
602,2,,Ca+ H,rahmati,WASP-7 b,transmission,UVES,2022,,,False,Line-fitting,molecfit,https://arxiv.org/abs/2210.08517,,,,,,,,,,,,We just take one of the two nights here.,,
603,3,,Ca+ K,rahmati,WASP-7 b,transmission,UVES,2022,,,False,Line-fitting,molecfit,https://arxiv.org/abs/2210.08517,,,,,,,,,,,,We just take one of the two nights here.,,
604,4,,Halpha,rahmati,WASP-7 b,transmission,UVES,2022,,,False,Line-fitting,molecfit,https://arxiv.org/abs/2210.08517,,,,,,,,,,,,We just take one of the two nights here.,,
605,5,,Hbeta,rahmati,WASP-7 b,transmission,UVES,2022,,,False,Line-fitting,molecfit,https://arxiv.org/abs/2210.08517,,,,,,,,,,,,We just take one of the two nights here.,,
606,6,,Hgamma,rahmati,WASP-7 b,transmission,UVES,2022,,,False,Line-fitting,molecfit,https://arxiv.org/abs/2210.08517,,,,,,,,,,,,We just take one of the two nights here.,,
609,0,5.0,Fe,maguire,WASP-121 b,transmission,ESPRESSO,2022,,-6.35,True,retrieval,sysrem,https://arxiv.org/abs/2211.09621,,-6.05,0.22,0.22,,,,,,,,First hi-res transmission retrieval? Detection significance not reported. We only report first night.,,
610,1,5.0,Mg,maguire,WASP-121 b,transmission,ESPRESSO,2022,,-6.35,True,retrieval,sysrem,https://arxiv.org/abs/2211.09621,,-6.1,0.27,0.27,,,,,,,,First hi-res transmission retrieval? Detection significance not reported. We only report first night.,,
611,2,5.0,Cr,maguire,WASP-121 b,transmission,ESPRESSO,2022,,-6.35,True,retrieval,sysrem,https://arxiv.org/abs/2211.09621,,-8.54,0.21,0.21,,,,,,,,First hi-res transmission retrieval? Detection significance not reported. We only report first night.,,
612,3,5.0,Ti,maguire,WASP-121 b,transmission,ESPRESSO,2022,,-6.35,True,retrieval,sysrem,https://arxiv.org/abs/2211.09621,,-11.72,0.2,0.2,,,,,,,,First hi-res transmission retrieval? Detection significance not reported. We only report first night.,,
613,4,5.0,V,maguire,WASP-121 b,transmission,ESPRESSO,2022,,-6.35,True,retrieval,sysrem,https://arxiv.org/abs/2211.09621,,-9.77,0.18,0.18,,,,,,,,First hi-res transmission retrieval? Detection significance not reported. We only report first night.,,
614,5,5.0,Na,maguire,WASP-121 b,transmission,ESPRESSO,2022,,-6.35,True,retrieval,sysrem,https://arxiv.org/abs/2211.09621,,-8.98,0.24,0.24,,,,,,,,First hi-res transmission retrieval? Detection significance not reported. We only report first night.,,
615,6,5.0,Ca,maguire,WASP-121 b,transmission,ESPRESSO,2022,,-6.35,True,retrieval,sysrem,https://arxiv.org/abs/2211.09621,,-9.38,0.22,0.22,,,,,,,,First hi-res transmission retrieval? Detection significance not reported. We only report first night.,,
616,0,3.0,H2O,ridden-harper,GJ 486 b,transmission,"IRD, IGRINS, SPIRou",2022,,,True,cross-correlation,sysrem,https://arxiv.org/abs/2212.11816,,,,,,,,,,,,,,
617,1,,CO2,ridden-harper,GJ 486 b,transmission,"IRD, IGRINS, SPIRou",2022,,,True,cross-correlation,sysrem,https://arxiv.org/abs/2212.11816,,,,,,,,,,,,,,
618,2,,HCN,ridden-harper,GJ 486 b,transmission,"IRD, IGRINS, SPIRou",2022,,,True,cross-correlation,sysrem,https://arxiv.org/abs/2212.11816,,,,,,,,,,,,,,
619,3,,NH3,ridden-harper,GJ 486 b,transmission,"IRD, IGRINS, SPIRou",2022,,,True,cross-correlation,sysrem,https://arxiv.org/abs/2212.11816,,,,,,,,,,,,,,
620,4,,CH4,ridden-harper,GJ 486 b,transmission,"IRD, IGRINS, SPIRou",2022,,,True,cross-correlation,sysrem,https://arxiv.org/abs/2212.11816,,,,,,,,,,,,,,
621,5,,Na,ridden-harper,GJ 486 b,transmission,"IRD, IGRINS, SPIRou",2022,,,True,cross-correlation,sysrem,https://arxiv.org/abs/2212.11816,,,,,,,,,,,,,,
622,0,7.0,H2O,lafarga,WASP-166 b,transmission,ESPRESSO,2023,,,True,cross-correlation,PCA,https://arxiv.org/abs/2302.04794,,,,,5.0,,,,,,,,,
